order_id,order_date,customer_age,gender,country,category,payment_method,quantity,unit_price,total_amount,discount_pct,is_member,rating,shipping_days,status
4530,2024-07-21,37,M,JP,Grocery,Card,1,23.33,23.33,0,false,4,1,pending
4531,2024-02-01,33,M,JP,Beauty,Card,1,21.5,21.5,0,false,5,6,returned
4532,2024-03-16,33,Other,DE,Clothing,Card,1,86.56,86.56,0,false,3,14,delivered
4533,2024-05-06,31,F,JP,Electronics,BankTransfer,1,323.49,323.49,0,true,,5,cancelled
4534,2024-04-04,41,F,KR,Toys,Card,5,68.78,343.9,0,false,3,1,delivered
4535,2024-10-05,35,Other,KR,Books,Crypto,1,5.09,5.09,0,true,2,3,delivered
4536,2024-03-10,35,F,FR,Sports,Crypto,4,237.33,844.89,11,true,4,4,delivered
4537,2024-09-17,28,F,BR,Sports,Card,8,210.48,1683.84,0,false,5,7,pending
4538,2024-07-11,36,M,JP,Home,Card,1,257.55,257.55,0,false,,13,delivered
4539,2024-12-12,45,F,KR,Grocery,PayPal,7,25.23,176.61,0,false,5,7,shipped
4540,2024-12-30,42,M,KR,Grocery,PayPal,7,24.57,122.11,29,false,4,3,delivered
4541,2024-02-15,39,M,AU,Books,BankTransfer,2,20.98,41.96,0,false,4,8,pending
4542,2024-01-17,43,F,US,Toys,Card,8,75.46,482.94,20,true,3,6,delivered
4543,2024-08-16,29,M,US,Sports,Card,1,62.22,62.22,0,false,5,10,delivered
4544,2024-03-06,35,F,KR,Books,BankTransfer,6,17.39,90.78,13,false,5,3,shipped
4545,2024-03-19,39,F,DE,Books,PayPal,5,22.13,110.65,0,false,3,6,delivered
4546,2024-11-28,37,M,BR,Toys,Card,1,43.74,43.74,0,true,4,6,delivered
4547,2024-04-21,43,F,US,Beauty,Card,1,73.25,55.67,24,false,5,7,delivered
4548,2024-07-03,35,M,US,Books,PayPal,8,34.43,275.44,0,false,4,14,delivered
4549,2024-07-05,35,M,US,Home,BankTransfer,1,180.13,180.13,0,false,5,4,delivered
4550,2024-11-27,41,Other,FR,Electronics,Card,3,108.4,230.89,29,false,2,12,delivered
4551,2024-08-31,40,M,US,Toys,Card,2,65,130,0,false,2,3,delivered
4552,2024-11-09,39,F,US,Sports,Card,2,138.02,242.92,12,true,3,9,delivered
4553,2024-03-10,36,M,US,Home,Card,1,258.03,190.94,26,false,5,5,delivered
4554,2024-02-29,34,M,DE,Beauty,Card,10,95.61,697.95,27,true,3,1,delivered
4555,2024-06-09,37,F,DE,Sports,PayPal,9,212.44,1357.49,29,false,,12,shipped
4556,2024-02-29,35,F,US,Electronics,PayPal,1,539.39,442.3,18,false,5,11,delivered
4557,2024-10-06,44,M,US,Toys,PayPal,2,29.07,58.14,0,true,3,5,shipped
4558,2024-06-24,32,M,DE,Toys,Card,7,66.42,464.94,0,false,4,9,returned
4559,2024-12-29,32,M,GB,Sports,PayPal,7,114.33,624.24,22,false,4,9,delivered
4560,2024-01-28,35,M,DE,Clothing,BankTransfer,2,43.42,80.76,7,false,3,12,delivered
4561,2024-04-25,39,F,JP,Clothing,BankTransfer,2,113.4,176.9,22,false,4,9,shipped
4562,2024-02-03,42,M,US,Beauty,BankTransfer,2,51.3,102.6,0,true,3,9,delivered
4563,2024-05-08,33,F,KR,Sports,Card,1,92.95,92.95,0,false,2,11,returned
4564,2024-01-05,38,F,KR,Home,Card,8,40.94,304.59,7,true,4,4,delivered
4565,2024-10-30,47,F,JP,Toys,Card,2,66.42,132.84,0,false,5,4,delivered
4566,2024-09-15,31,F,KR,Sports,Card,2,171.57,343.14,0,false,5,7,delivered
4567,2024-05-14,37,M,JP,Sports,Card,1,88.16,88.16,0,false,2,9,delivered
4568,2024-07-29,33,F,JP,Beauty,GiftCard,3,20.91,62.73,0,false,4,13,returned
4569,2024-12-18,45,F,US,Clothing,BankTransfer,1,97.23,97.23,0,true,3,9,delivered
4570,2024-03-06,36,M,US,Clothing,Card,1,125.44,125.44,0,false,5,13,delivered
4571,2024-10-07,24,F,DE,Books,BankTransfer,1,18.95,12.51,34,false,3,4,delivered
4572,2024-01-02,33,F,US,Sports,Card,4,240.45,961.8,0,false,5,5,shipped
4573,2024-04-22,40,F,CA,Beauty,Card,6,104.35,626.1,0,true,5,12,delivered
4574,2024-06-16,35,M,US,Sports,PayPal,1,21.07,21.07,0,false,3,12,delivered
4575,2024-09-11,44,F,KR,Grocery,BankTransfer,3,2.1,4.73,25,true,,14,delivered
4576,2024-08-19,37,M,DE,Toys,Card,2,6.62,13.24,0,true,5,9,delivered
4577,2024-03-27,35,M,US,Grocery,PayPal,1,26.78,26.78,0,false,4,5,delivered
4578,2024-03-06,39,F,DE,Home,PayPal,5,287.27,1436.35,0,true,5,14,delivered
4579,2024-11-29,41,M,DE,Beauty,Card,5,113.34,566.7,0,true,4,10,delivered
4580,2024-11-29,42,M,KR,Electronics,PayPal,2,304.05,401.35,34,false,5,14,shipped
4581,2024-05-31,34,F,KR,Grocery,Card,1,6.14,6.14,0,false,3,10,delivered
4582,2024-09-11,34,M,US,Clothing,BankTransfer,2,96.43,158.15,18,false,4,6,delivered
4583,2024-07-30,42,F,DE,Electronics,Card,2,469.22,741.37,21,true,4,1,delivered
4584,2024-12-16,36,M,US,Home,PayPal,2,184.87,369.74,0,true,3,3,delivered
4585,2024-05-23,37,F,US,Clothing,PayPal,6,135.89,521.82,36,false,5,14,delivered
4586,2024-06-06,37,M,KR,Books,Card,5,24.2,75.02,38,true,3,4,delivered
4587,2024-01-22,41,F,AU,Grocery,Card,4,19.01,76.04,0,false,,9,delivered
4588,2024-09-13,41,M,AU,Clothing,Crypto,1,117.82,74.23,37,true,2,14,delivered
4589,2024-05-13,42,M,BR,Sports,PayPal,6,151.05,906.3,0,true,1,2,cancelled
4590,2024-08-28,44,M,KR,Grocery,PayPal,7,3.83,19.84,26,false,3,8,delivered
4591,2024-08-10,36,M,CA,Beauty,Card,2,25.42,50.84,0,false,2,7,delivered
4592,2024-08-08,45,M,US,Toys,GiftCard,1,65.19,61.28,6,false,3,7,delivered
4593,2024-09-29,47,F,US,Home,Card,1,249.03,249.03,0,false,4,14,shipped
4594,2024-09-23,33,M,KR,Books,Card,5,6.83,34.15,0,false,,13,delivered
4595,2024-11-04,31,F,JP,Beauty,GiftCard,3,113.39,282.34,17,false,3,9,delivered
4596,2024-03-01,34,F,AU,Electronics,Card,1,782.05,782.05,0,false,4,7,delivered
4597,2024-05-30,44,F,KR,Sports,GiftCard,2,146.45,292.9,0,false,4,7,delivered
4598,2024-04-04,34,M,KR,Books,PayPal,6,12.44,74.64,0,false,2,4,cancelled
4599,2024-08-23,32,M,US,Home,BankTransfer,7,135.59,873.2,8,false,2,11,shipped
4600,2024-05-01,35,M,DE,Grocery,Card,1,25.56,25.56,0,false,3,12,delivered
4601,2024-10-05,34,F,IN,Toys,Card,3,45.32,135.96,0,true,2,4,delivered
4602,2024-10-11,36,F,FR,Electronics,PayPal,1,445.24,445.24,0,true,4,6,delivered
4603,2024-02-13,48,F,GB,Clothing,Card,2,117.21,234.42,0,true,3,10,shipped
4604,2024-08-22,46,F,JP,Grocery,Card,1,6.45,6.45,0,false,,5,shipped
4605,2024-10-14,43,M,US,Grocery,BankTransfer,1,14.97,9.58,36,false,1,12,returned
4606,2024-05-28,37,F,US,Toys,Crypto,1,41.47,41.47,0,true,4,12,delivered
4607,2024-12-24,31,F,CA,Electronics,Card,6,733.35,4400.1,0,false,3,9,cancelled
4608,2024-05-30,46,M,US,Sports,Card,4,241.93,967.72,0,false,3,14,delivered
4609,2024-04-01,42,F,US,Clothing,Card,5,126.99,533.36,16,true,5,12,delivered
4610,2024-09-13,43,F,US,Books,Card,6,14.99,89.94,0,true,,3,delivered
4611,2024-04-03,37,M,US,Toys,Card,8,54.04,319.92,26,false,5,7,delivered
4612,2024-09-16,42,M,GB,Grocery,Card,1,14.03,14.03,0,true,1,7,cancelled
4613,2024-02-29,37,F,DE,Home,Card,1,193.53,145.15,25,false,2,6,pending
4614,2024-02-15,36,F,JP,Home,Card,1,57.5,45.43,21,false,,3,cancelled
4615,2024-04-02,39,F,DE,Books,Card,1,39.32,39.32,0,false,5,7,shipped
4616,2024-11-10,41,M,US,Toys,Card,8,47.69,381.52,0,false,4,6,delivered
4617,2024-11-11,38,M,KR,Grocery,PayPal,1,12.98,12.98,0,false,4,8,delivered
4618,2024-08-24,46,F,US,Toys,PayPal,7,61.45,430.15,0,true,2,2,delivered
4619,2024-09-22,32,M,JP,Home,Card,7,252.71,1768.97,0,true,4,5,delivered
4620,2024-12-17,34,M,IN,Books,Card,1,21.41,21.41,0,true,,12,delivered
4621,2024-04-29,47,F,US,Beauty,Card,1,81.25,52.81,35,true,3,9,delivered
4622,2024-07-15,35,M,KR,Grocery,Card,2,21.25,42.5,0,false,4,14,delivered
4623,2024-05-16,43,F,US,Grocery,PayPal,9,14.67,124.11,6,false,,11,delivered
4624,2024-06-28,40,F,JP,Books,Card,3,29.73,61.54,31,true,4,7,delivered
4625,2024-06-12,45,M,US,Toys,Card,2,52.44,104.88,0,true,5,8,shipped
4626,2024-03-31,39,M,AU,Books,BankTransfer,8,16.91,135.28,0,true,5,14,delivered
4627,2024-08-12,39,F,US,Toys,Crypto,8,56.56,452.48,0,false,2,13,delivered
4628,2024-01-23,32,M,IN,Clothing,Card,8,20.08,160.64,0,false,4,10,shipped
4629,2024-11-16,33,F,GB,Books,Card,1,6.85,6.85,0,true,4,1,delivered
4630,2024-08-05,37,M,US,Beauty,Card,1,47.3,37.84,20,false,4,1,cancelled
4631,2024-07-17,31,F,US,Clothing,Card,5,67.5,337.5,0,false,5,9,delivered
4632,2024-04-11,42,M,DE,Home,Crypto,3,125.19,375.57,0,false,4,9,returned
4633,2024-04-11,43,F,KR,Books,Card,1,34.26,34.26,0,false,4,10,delivered
4634,2024-04-29,45,M,JP,Sports,Card,2,106.6,153.5,28,false,1,10,pending
4635,2024-11-29,37,F,US,Electronics,Card,1,380.72,316,17,false,2,6,delivered
4636,2024-10-12,45,M,FR,Sports,GiftCard,7,205.95,1441.65,0,false,2,13,pending
4637,2024-11-16,37,M,GB,Electronics,Card,1,185.35,185.35,0,false,,9,delivered
4638,2024-10-09,33,F,KR,Clothing,Card,1,53.62,32.17,40,true,2,14,delivered
4639,2024-12-20,35,F,US,Beauty,PayPal,6,104.79,628.74,0,false,5,2,delivered
4640,2024-07-31,31,M,JP,Clothing,Card,2,40.64,81.28,0,true,3,12,delivered
4641,2024-04-04,39,M,KR,Grocery,PayPal,2,2.19,4.38,0,true,3,11,delivered
4642,2024-11-01,38,M,KR,Books,PayPal,3,21.47,47.66,26,true,,5,delivered
4643,2024-01-01,40,M,KR,Books,BankTransfer,10,21.82,152.74,30,false,5,14,delivered
4644,2024-04-22,42,F,US,Electronics,Card,1,793.65,793.65,0,false,3,6,cancelled
4645,2024-12-18,39,M,JP,Sports,PayPal,7,71.57,500.99,0,true,5,6,shipped
4646,2024-06-15,34,F,US,Sports,PayPal,1,156.41,156.41,0,true,3,2,delivered
4647,2024-02-07,34,M,US,Clothing,Card,10,62,620,0,true,3,5,delivered
4648,2024-04-03,35,F,GB,Toys,Card,1,33.09,33.09,0,true,2,2,delivered
4649,2024-10-11,37,M,DE,Books,Card,1,14.72,14.72,0,true,4,8,delivered
4650,2024-12-20,38,F,JP,Sports,Crypto,3,211.42,634.26,0,true,2,14,cancelled
4651,2024-05-29,40,F,US,Beauty,Card,9,29.97,269.73,0,false,5,2,cancelled
4652,2024-11-16,37,F,GB,Sports,Card,7,149.54,533.86,49,false,4,14,delivered
4653,2024-05-28,37,M,KR,Beauty,Crypto,1,60.12,60.12,0,false,2,8,delivered
4654,2024-08-18,30,M,JP,Toys,PayPal,1,72.68,72.68,0,false,5,4,delivered
4655,2024-11-16,42,M,FR,Books,BankTransfer,2,34.44,52.35,24,false,2,2,delivered
4656,2024-08-24,29,M,US,Books,Card,4,36.28,91.43,37,true,5,12,delivered
4657,2024-06-16,37,M,US,Electronics,Card,1,754.42,754.42,0,false,5,5,cancelled
4658,2024-10-27,44,F,KR,Toys,GiftCard,1,32.42,16.86,48,true,3,6,cancelled
4659,2024-09-24,34,F,US,Electronics,BankTransfer,4,437.32,1749.28,0,false,4,4,delivered
4660,2024-04-02,37,F,US,Books,Card,1,11.87,7,41,false,5,2,delivered
4661,2024-02-16,39,M,FR,Sports,PayPal,3,111.08,333.24,0,false,5,7,returned
4662,2024-11-09,38,M,CA,Clothing,Card,3,53.87,161.61,0,false,2,7,delivered
4663,2024-06-05,46,F,GB,Books,BankTransfer,5,23.31,116.55,0,true,2,11,cancelled
4664,2024-02-27,51,M,JP,Beauty,Card,9,20.3,182.7,0,true,,13,delivered
4665,2024-02-21,39,M,US,Beauty,GiftCard,1,50.79,36.06,29,false,2,8,cancelled
4666,2024-07-21,37,F,US,Grocery,BankTransfer,1,28.47,28.47,0,false,2,9,delivered
4667,2024-12-17,44,F,US,Beauty,Card,4,62.43,249.72,0,true,5,13,returned
4668,2024-10-11,39,M,KR,Toys,BankTransfer,1,54.69,54.69,0,false,5,7,pending
4669,2024-11-11,37,F,US,Sports,Card,2,139.99,279.98,0,false,2,10,delivered
4670,2024-11-23,40,Other,GB,Home,BankTransfer,10,196.33,1177.98,40,false,5,8,delivered
4671,2024-02-21,39,M,GB,Electronics,Card,9,268.65,2417.85,0,false,3,9,delivered
4672,2024-02-15,37,F,DE,Electronics,Crypto,1,84.46,84.46,0,false,3,14,delivered
4673,2024-01-19,35,M,DE,Beauty,Card,3,18.84,56.52,0,true,,6,delivered
4674,2024-04-22,36,M,BR,Electronics,Card,1,378.21,378.21,0,false,5,1,delivered
4675,2024-08-20,46,F,US,Toys,PayPal,1,12.8,12.8,0,false,,4,delivered
4676,2024-09-06,35,M,US,Clothing,Card,1,31.22,31.22,0,false,4,12,delivered
4677,2024-01-14,40,F,JP,Clothing,Card,1,61.48,61.48,0,true,3,13,delivered
4678,2024-10-18,41,F,JP,Home,BankTransfer,1,212.97,212.97,0,false,4,4,delivered
4679,2024-02-25,40,F,GB,Grocery,Card,3,2.55,7.11,7,false,5,5,pending
4680,2024-06-14,39,F,AU,Electronics,Card,6,132.84,685.45,14,false,4,2,delivered
4681,2024-01-14,37,F,KR,Electronics,Card,3,417.09,1251.27,0,false,4,5,delivered
4682,2024-04-01,37,M,US,Toys,Card,4,47.61,190.44,0,false,4,6,delivered
4683,2024-06-02,35,M,KR,Books,Card,2,19.84,39.68,0,false,3,4,delivered
4684,2024-01-20,49,M,US,Sports,GiftCard,5,190.87,954.35,0,false,4,3,delivered
4685,2024-09-19,29,M,US,Sports,Card,3,203.54,610.62,0,false,3,4,delivered
4686,2024-09-30,47,M,KR,Clothing,PayPal,7,36.43,255.01,0,false,3,10,delivered
4687,2024-03-19,35,M,KR,Grocery,BankTransfer,2,28.57,57.14,0,true,5,14,returned
4688,2024-12-11,34,F,GB,Toys,PayPal,6,59.43,356.58,0,false,4,9,shipped
4689,2024-03-24,40,F,US,Grocery,Card,2,15.9,31.8,0,true,3,13,delivered
4690,2024-05-21,32,F,KR,Beauty,BankTransfer,6,21.76,130.56,0,false,,11,delivered
4691,2024-10-29,42,F,CA,Electronics,Card,1,385.04,385.04,0,false,5,13,delivered
4692,2024-12-24,40,F,US,Sports,Card,4,56.43,225.72,0,false,,12,delivered
4693,2024-05-05,34,M,US,Grocery,BankTransfer,1,18.58,12.26,34,false,5,1,delivered
4694,2024-07-04,40,F,JP,Electronics,Card,2,590.97,1181.94,0,false,1,9,delivered
4695,2024-12-20,43,F,US,Toys,Card,2,64.02,128.04,0,false,4,12,shipped
4696,2024-06-25,40,F,KR,Home,Card,2,113.69,227.38,0,false,2,12,delivered
4697,2024-02-18,37,F,US,Grocery,Card,1,9.26,6.3,32,true,5,11,delivered
4698,2024-10-19,46,F,JP,Grocery,PayPal,1,4.6,3.31,28,true,5,14,shipped
4699,2024-12-13,32,M,US,Beauty,Card,2,43.22,86.44,0,true,4,13,pending
4700,2024-02-11,29,M,KR,Electronics,Card,1,379,337.31,11,true,1,4,shipped
4701,2024-09-20,33,Other,GB,Sports,Card,4,179.13,551.72,23,true,4,7,delivered
4702,2024-01-26,34,M,CA,Books,Card,1,29.13,29.13,0,false,4,9,delivered
4703,2024-09-07,45,F,DE,Home,Crypto,6,129.02,774.12,0,true,3,11,delivered
4704,2024-10-17,30,F,KR,Sports,Card,6,141.03,846.18,0,false,1,3,shipped
4705,2024-02-14,38,M,FR,Books,GiftCard,3,25.82,77.46,0,true,4,6,delivered
4706,2024-01-29,31,F,CA,Sports,PayPal,1,207.84,207.84,0,false,,8,delivered
4707,2024-07-23,40,Other,US,Toys,Card,2,32.32,64.64,0,true,,14,delivered
4708,2024-05-21,37,F,JP,Beauty,Card,7,23.13,98.77,39,false,5,14,shipped
4709,2024-05-25,46,F,JP,Grocery,Card,10,16.74,110.48,34,false,4,7,delivered
4710,2024-09-05,33,M,JP,Toys,Card,4,33.4,68.14,49,true,5,4,delivered
4711,2024-03-30,32,F,US,Beauty,PayPal,1,55.83,34.61,38,true,5,5,delivered
4712,2024-02-02,43,F,JP,Sports,Card,1,242.81,242.81,0,false,5,1,cancelled
4713,2024-11-12,37,F,BR,Books,Card,3,23,69,0,true,,7,cancelled
4714,2024-07-21,46,M,CA,Grocery,Card,4,9.6,19.97,48,false,5,1,shipped
4715,2024-02-14,37,F,JP,Sports,Card,2,155.21,310.42,0,false,,10,cancelled
4716,2024-10-14,44,F,FR,Clothing,PayPal,2,22.07,44.14,0,false,3,2,delivered
4717,2024-06-27,39,Other,JP,Books,Card,1,38.65,38.65,0,true,3,7,delivered
4718,2024-11-13,42,M,US,Beauty,PayPal,2,38.51,77.02,0,false,4,14,delivered
4719,2024-06-15,37,F,US,Sports,Card,1,101.4,63.88,37,false,2,7,shipped
4720,2024-10-28,36,F,CA,Sports,PayPal,1,96.48,96.48,0,true,5,10,delivered
4721,2024-01-22,41,F,KR,Toys,PayPal,3,68.8,136.22,34,true,2,10,delivered
4722,2024-08-28,38,M,GB,Electronics,Card,1,440.53,440.53,0,true,1,13,delivered
4723,2024-11-26,30,M,KR,Clothing,Card,2,19.37,38.74,0,false,4,8,delivered
4724,2024-12-03,45,M,FR,Home,Card,1,242.84,162.7,33,false,4,7,delivered
4725,2024-01-16,31,F,CA,Home,Card,1,277.21,210.68,24,false,,8,delivered
4726,2024-01-15,44,M,US,Electronics,PayPal,10,433.31,4333.1,0,true,4,9,delivered
4727,2024-03-04,44,M,US,Electronics,BankTransfer,3,306.2,725.69,21,false,1,5,returned
4728,2024-03-12,39,M,JP,Beauty,Card,1,51.66,51.66,0,false,4,6,cancelled
4729,2024-11-29,38,F,JP,Grocery,Card,1,19.66,11.8,40,true,4,10,delivered
4730,2024-12-08,32,F,JP,Grocery,Card,3,11.86,35.58,0,true,5,12,shipped
4731,2024-05-05,35,M,US,Books,PayPal,1,32.79,32.79,0,true,5,13,returned
4732,2024-02-23,38,M,US,Clothing,Card,8,11.53,92.24,0,true,5,12,cancelled
4733,2024-09-04,31,F,US,Home,GiftCard,1,289.92,289.92,0,false,3,10,delivered
4734,2024-01-08,34,M,JP,Home,Card,2,244.19,488.38,0,false,,12,delivered
4735,2024-01-15,47,F,KR,Beauty,Card,1,119.72,119.72,0,true,5,5,delivered
4736,2024-08-14,34,Other,AU,Sports,Card,1,203.3,144.34,29,false,4,14,delivered
4737,2024-08-27,36,F,BR,Clothing,BankTransfer,4,137.02,548.08,0,true,4,11,pending
4738,2024-01-13,40,M,US,Grocery,Card,2,9.59,19.18,0,false,3,9,cancelled
4739,2024-04-08,35,M,AU,Clothing,Card,3,78.23,164.28,30,false,3,8,shipped
4740,2024-11-26,42,M,US,Clothing,Card,1,34,34,0,false,3,11,delivered
4741,2024-01-14,35,M,GB,Books,PayPal,1,13.36,13.36,0,false,4,9,shipped
4742,2024-05-04,40,F,US,Clothing,PayPal,6,56.39,233.45,31,false,3,13,delivered
4743,2024-11-21,42,F,JP,Sports,PayPal,1,169.51,169.51,0,false,4,13,delivered
4744,2024-07-03,40,M,FR,Toys,Card,6,57.23,343.38,0,true,,11,delivered
4745,2024-12-30,38,F,US,Beauty,Card,4,64.82,158.16,39,true,4,11,delivered
4746,2024-03-25,37,M,US,Clothing,Crypto,9,122.49,1102.41,0,true,2,5,delivered
4747,2024-07-27,46,F,KR,Clothing,Card,8,52.63,421.04,0,false,4,1,delivered
4748,2024-01-14,47,F,US,Sports,PayPal,4,180.98,723.92,0,true,2,3,delivered
4749,2024-11-09,40,F,US,Beauty,BankTransfer,5,63.42,196.6,38,false,3,5,delivered
4750,2024-06-21,48,M,BR,Sports,Card,1,14.05,14.05,0,true,2,6,delivered
4751,2024-03-10,27,M,US,Sports,Card,6,170.4,1022.4,0,false,2,6,returned
4752,2024-12-10,34,M,US,Beauty,Card,1,99.86,99.86,0,false,,12,shipped
4753,2024-09-28,45,M,FR,Beauty,Card,4,57.99,231.96,0,false,5,13,delivered
4754,2024-06-10,37,F,KR,Clothing,PayPal,2,138.63,277.26,0,false,2,14,delivered
4755,2024-01-09,37,M,GB,Grocery,Card,1,17.62,17.62,0,false,3,11,delivered
4756,2024-11-25,38,F,KR,Clothing,Card,2,55.16,110.32,0,false,3,8,delivered
4757,2024-04-14,40,M,FR,Grocery,GiftCard,8,15.88,83.85,34,true,2,4,delivered
4758,2024-06-22,38,M,US,Clothing,BankTransfer,3,72.51,217.53,0,true,4,12,delivered
4759,2024-07-28,41,M,US,Clothing,Card,7,90.01,630.07,0,false,1,13,shipped
4760,2024-05-06,38,M,US,Books,Card,1,25.53,23.74,7,true,3,14,delivered
4761,2024-09-17,43,F,KR,Clothing,Card,1,142.34,142.34,0,false,3,2,returned
4762,2024-06-30,33,F,KR,Toys,Card,1,31.08,17.72,43,true,4,5,delivered
4763,2024-01-10,37,M,US,Grocery,Card,5,18.49,92.45,0,true,3,10,delivered
4764,2024-11-01,29,F,KR,Grocery,Card,1,19.29,10.61,45,true,5,6,shipped
4765,2024-07-09,40,M,US,Beauty,Card,1,8.83,8.83,0,false,5,13,delivered
4766,2024-09-07,32,M,FR,Toys,Card,1,31.15,31.15,0,false,,5,delivered
4767,2024-09-20,40,F,US,Sports,Card,1,212,212,0,false,5,2,delivered
4768,2024-07-23,43,F,US,Clothing,Card,6,94.71,568.26,0,false,3,6,delivered
4769,2024-06-10,37,M,KR,Beauty,Card,2,10.29,10.5,49,true,5,12,delivered
4770,2024-07-10,33,M,US,Beauty,BankTransfer,1,48.71,48.71,0,false,5,7,cancelled
4771,2024-01-08,39,M,BR,Toys,Crypto,1,44.14,27.37,38,false,3,5,delivered
4772,2024-11-18,34,M,US,Grocery,Card,1,13.47,13.47,0,false,,14,cancelled
4773,2024-06-23,38,M,GB,Sports,Card,3,209.91,629.73,0,true,5,6,cancelled
4774,2024-04-10,39,F,KR,Toys,Card,9,54.53,490.77,0,true,1,2,delivered
4775,2024-01-26,37,F,KR,Sports,PayPal,7,96.01,625.03,7,false,,1,cancelled
4776,2024-06-07,31,F,AU,Toys,Card,1,30.5,22.27,27,true,3,2,delivered
4777,2024-12-11,39,F,FR,Beauty,Card,1,58.71,58.71,0,false,5,1,delivered
4778,2024-04-07,43,F,US,Clothing,Card,5,124.31,621.55,0,true,5,4,shipped
4779,2024-07-04,35,F,CA,Grocery,PayPal,1,21.33,16,25,true,3,12,delivered
4780,2024-01-08,41,F,DE,Home,PayPal,5,140.06,700.3,0,false,5,8,delivered
4781,2024-12-11,39,M,DE,Toys,BankTransfer,5,77.57,310.28,20,true,2,10,delivered
4782,2024-11-11,32,F,FR,Electronics,PayPal,2,383.01,766.02,0,false,2,6,delivered
4783,2024-04-14,44,F,KR,Sports,PayPal,6,13.49,80.94,0,false,1,5,cancelled
4784,2024-07-21,33,F,GB,Beauty,Card,1,109.18,109.18,0,true,1,8,shipped
4785,2024-12-28,42,F,KR,Sports,Card,4,28.65,114.6,0,true,3,11,cancelled
4786,2024-05-23,31,F,US,Clothing,PayPal,5,133.19,392.91,41,false,5,9,shipped
4787,2024-09-26,30,F,US,Electronics,Card,1,503.18,503.18,0,true,4,9,delivered
4788,2024-08-28,36,M,US,Sports,Card,1,17.76,17.76,0,false,,2,delivered
4789,2024-02-27,30,F,DE,Toys,PayPal,1,61.97,61.97,0,false,5,11,returned
4790,2024-07-04,30,F,IN,Home,Card,1,36.99,36.99,0,true,,13,delivered
4791,2024-12-01,41,F,KR,Clothing,Card,7,101.89,713.23,0,true,2,4,delivered
4792,2024-05-04,37,F,US,Electronics,Crypto,2,105.06,210.12,0,true,4,6,cancelled
4793,2024-05-03,28,F,US,Clothing,Card,2,40.71,81.42,0,false,4,14,delivered
4794,2024-05-28,43,F,US,Toys,Card,2,25.82,51.64,0,false,2,14,shipped
4795,2024-01-11,44,M,US,Books,Card,9,19.55,175.95,0,false,1,14,shipped
4796,2024-12-01,32,F,FR,Beauty,Card,2,11.47,22.94,0,false,5,4,delivered
4797,2024-11-23,47,M,FR,Books,Card,4,36.23,144.92,0,true,5,4,delivered
4798,2024-06-21,40,M,KR,Toys,PayPal,8,21.09,96.17,43,true,3,10,delivered
4799,2024-07-12,34,F,GB,Electronics,Card,1,333.61,333.61,0,false,5,11,shipped
4800,2024-01-25,42,M,US,Books,Card,1,33.09,20.52,38,false,3,1,delivered
4801,2024-11-08,31,M,JP,Clothing,Crypto,5,48.46,242.3,0,false,5,8,shipped
4802,2024-09-27,36,F,US,Grocery,BankTransfer,2,26.97,48.01,11,true,2,6,shipped
4803,2024-01-01,34,F,JP,Home,Card,1,226.62,160.9,29,false,,1,delivered
4804,2024-10-16,35,M,FR,Home,Card,5,116.99,491.36,16,false,1,12,delivered
4805,2024-11-15,33,F,KR,Books,Card,2,7.18,14.36,0,false,,2,delivered
4806,2024-04-15,51,M,KR,Electronics,Card,9,58.72,322.37,39,false,2,8,delivered
4807,2024-04-07,34,M,US,Beauty,PayPal,1,101.85,67.22,34,false,4,3,delivered
4808,2024-07-14,36,M,US,Grocery,Card,1,5.7,5.07,11,true,5,6,delivered
4809,2024-04-29,34,M,JP,Beauty,Card,3,34.89,104.67,0,false,4,13,delivered
4810,2024-05-10,34,M,DE,Clothing,Card,4,52.28,209.12,0,false,5,10,delivered
4811,2024-02-02,41,F,US,Electronics,Card,2,531.3,1062.6,0,false,3,4,delivered
4812,2024-02-12,37,F,US,Grocery,PayPal,5,14.14,70.7,0,false,5,9,delivered
4813,2024-05-09,38,F,US,Books,BankTransfer,1,26.13,26.13,0,true,2,9,shipped
4814,2024-07-26,46,M,IN,Sports,PayPal,4,63.9,255.6,0,false,2,4,delivered
4815,2024-09-08,43,M,US,Grocery,Card,3,9.99,29.97,0,false,5,12,delivered
4816,2024-08-02,38,F,JP,Grocery,Card,1,28.02,28.02,0,true,3,6,delivered
4817,2024-09-06,35,M,GB,Home,Card,3,224.22,484.32,28,false,4,4,shipped
4818,2024-07-01,32,F,FR,Sports,GiftCard,5,18.7,72.93,22,false,3,5,delivered
4819,2024-10-16,32,F,KR,Grocery,BankTransfer,5,15.94,79.7,0,true,3,6,shipped
4820,2024-04-16,34,M,JP,Sports,BankTransfer,4,230.18,920.72,0,true,4,12,delivered
4821,2024-10-12,35,F,JP,Beauty,Card,3,44.07,132.21,0,false,,4,delivered
4822,2024-06-30,32,M,US,Home,Card,4,195.15,780.6,0,false,5,12,shipped
4823,2024-12-08,40,M,GB,Sports,BankTransfer,4,169.92,679.68,0,false,1,7,shipped
4824,2024-06-26,33,M,DE,Grocery,Card,1,29.16,29.16,0,false,2,5,delivered
4825,2024-10-31,40,Other,DE,Electronics,Card,6,514.2,3085.2,0,false,1,3,delivered
4826,2024-11-28,45,F,DE,Books,BankTransfer,1,30.52,30.52,0,true,2,14,cancelled
